,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
1581,gregocl01,"December 26, 1958","Washington, District of Columbia",0.6,45.6,0.0,33.3,25,12.9,5.4,3.9,0.0,45.6,University of Wisconsin,41st overall,2nd round,Washington Bullets,1981,6-8,"Coolidge in Washington, District of Columbia",Claude Gregory,Power Forward,Right,205lb
1584,greveke01,"May 12, 1953","Hamilton, Ohio",1.9,43.7,33.4,81.7,672,12.9,11.0,2.4,26.5,44.8,University of Kentucky,18th overall,1st round,Washington Bullets,1975,6-5,"Taft in Hamilton, Ohio",Kevin Grevey,Shooting Guard and Small Forward,Left,210lb
1587,griffbl01,"March 16, 1989","Oklahoma City, Oklahoma",4.5,50.2,34.2,69.2,604,22.2,21.9,9.0,75.3,52.1,University of Oklahoma,1st overall,1st round,Los Angeles Clippers,2009,6-10,"Oklahoma Christian School in Edmond, Oklahoma",Blake Griffin,Power Forward,Right,250lb
1588,griffed01,"May 30, 1982","Philadelphia, Pennsylvania",0.8,37.7,31.5,67.1,303,14.3,7.2,5.8,10.9,43.0,Seton Hall University,7th overall,1st round,New Jersey Nets,2001,6-10,"Roman Catholic in Philadelphia, Pennsylvania",Eddie Griffin,Power Forward and Center,Right,220lb
1591,griffta01,"April 18, 1986","Oklahoma City, Oklahoma",0.1,40.0,0.0,50.0,8,5.2,1.3,0.3,0.0,40.0,University of Oklahoma,48th overall,2nd round,Phoenix Suns,2009,6-7,"Oklahoma Christian School in Edmond, Oklahoma",Taylor Griffin,Small Forward,Right,238lb
1592,griffda01,"June 16, 1958","Louisville, Kentucky",2.1,46.3,33.2,70.7,765,14.6,16.2,3.3,22.0,48.7,University of Louisville,2nd overall,1st round,Utah Jazz,1980,6-4,"Male in Louisville, Kentucky",Darrell Griffith,Shooting Guard,Right,190lb
1597,grossbo01,"August 3, 1953","San Pedro, California",2.9,51.2,17.9,79.8,513,14.7,8.9,4.4,30.7,51.2,"Seattle University, California State University, Long Beach",25th overall,2nd round,Portland Trail Blazers,1975,6-6,"Fermin Lausen in San Pedro, California",Bob Gross,Small Forward,Right,200lb
1603,grunfer01,"April 24, 1955","Satu-Mare, Romania",2.0,47.7,33.7,77.0,693,12.7,7.4,2.6,25.0,48.1,University of Tennessee,11th overall,1st round,Milwaukee Bucks,1977,6-6,"Forest Hills in Forest Hills, New York",Ernie Grunfeld,Shooting Guard and Small Forward,Right,210lb
1605,gudmupe01,"October 30, 1958","Reykjavik, Iceland",1.0,49.4,50.0,75.4,150,10.6,4.6,3.8,2.1,49.5,University of Washington,61st overall,3rd round,Portland Trail Blazers,1981,7-2,"Mercer Island in Mercer Island, Washington",Petur Gudmundsson,Center,Right,260lb
1607,guglito01,"December 19, 1969","Huntington Station, New York",2.8,45.1,28.4,75.7,763,15.9,13.0,7.3,40.2,46.3,North Carolina State University,6th overall,1st round,Washington Bullets,1992,6-10,"Walt Whitman in Huntington Station, New York",Tom Gugliotta,Small Forward and Power Forward,Right,240lb
1616,guytoaj01,"February 12, 1978","Peoria, Illinois",1.8,37.7,37.8,82.2,80,10.9,5.5,1.0,0.3,46.0,Indiana University,32nd overall,2nd round,Chicago Bulls,2000,6-1,"Central in Peoria, Illinois",A.J. Guyton,Point Guard,Right,180lb
1619,hadnoji01,"January 15, 1940","Jasper, Texas",1.8,46.7,0.0,66.8,77,18.2,17.5,12.2,6.2,46.7,Providence College,25th overall,3rd round,Boston Celtics,1962,6-10,"McClymonds in Oakland, California",Jim Hadnot,Center,Right,235lb
1620,haffnsc01,"February 2, 1966","Terre Haute, Indiana",1.8,40.3,13.0,66.7,50,8.4,4.3,1.1,-0.1,41.0,"University of Illinois at Urbana-Champaign, University of Evansville",45th overall,2nd round,Miami Heat,1989,6-3,"Noblesville in Noblesville, Indiana",Scott Haffner,Point Guard,Right,180lb
1623,haganto01,"January 29, 1947","Louisville, Kentucky",1.8,41.9,32.8,70.7,73,10.8,4.9,1.5,1.1,44.8,Vanderbilt University,36th overall,3rd round,San Francisco Warriors,1969,6-3,"Saint Xavier in Louisville, Kentucky",Tom Hagan,Point Guard and Shooting Guard,Right,185lb
1628,hairsma01,"February 23, 1987","Detroit, Michigan",0.5,51.2,16.7,51.4,62,11.7,2.4,1.2,0.8,52.0,University of Oregon,48th overall,2nd round,Phoenix Suns,2008,6-6,"Renaissance in Detroit, Michigan",Malik Hairston,Shooting Guard,Right,220lb
1629,hairspj02,"December 24, 1992","Greensboro, North Carolina",0.5,34.3,29.5,81.0,111,7.6,6.0,2.4,0.9,43.1,University of North Carolina,26th overall,1st round,Miami Heat,2014,6-6,"Hargrave Military Academy in Chatham, Virginia",P.J. Hairston,Small Forward and Shooting Guard,Right,230lb
1630,haislma01,"December 22, 1980","Lewisburg, Tennessee",0.2,43.7,35.0,65.9,89,10.8,3.5,1.5,0.5,44.9,University of Tennessee,13th overall,1st round,Milwaukee Bucks,2002,6-10,"Marshall City in Lewisburg, Tennessee",Marcus Haislip,Power Forward and Small Forward,Right,230lb
1635,haleyja01,"January 27, 1964","Long Beach, California",0.2,42.5,0.0,65.5,341,9.7,3.5,2.7,2.9,42.5,"University of California, Los Angeles",79th overall,4th round,Chicago Bulls,1987,6-10,"Huntington Beach in Huntington Beach, California",Jack Haley,Power Forward and Center,Right,240lb
1636,halimsh01,"March 30, 1945","Tampa, Florida",1.7,40.0,11.1,64.4,254,11.8,6.2,3.1,0.5,40.1,Utah State University,14th overall,1st round,Philadelphia 76ers,1968,6-5,"Romulus in Romulus, Michigan",Shaler Halimon,Shooting Guard and Small Forward,Left,199lb
1640,hamerst01,"November 13, 1973","Memphis, Tennessee",0.2,52.6,0.0,55.2,35,8.9,2.2,1.7,0.2,52.6,University of Tennessee,38th overall,2nd round,Boston Celtics,1996,7-0,"Middleton in Middleton, Tennessee",Steve Hamer,Center,Right,245lb
1642,hamilda02,"August 8, 1995","Los Angeles, California",1.2,39.4,35.7,50.0,25,8.5,2.8,2.1,0.0,46.5,University of Connecticut,56th overall,2nd round,Denver Nuggets,2016,6-7,"St. John Bosco in Bellflower, California",Daniel Hamilton,Shooting Guard,Right,195lb
1644,hamiljo01,"July 5, 1948","Lexington, Kentucky",3.5,40.8,31.2,80.7,344,13.3,12.0,2.6,12.4,44.0,University of North Texas,152nd overall,9th round,Milwaukee Bucks,1970,5-10,"Dunbar in Lexington, Kentucky",Joe Hamilton,Point Guard,Right,160lb
1645,hamiljo02,"October 6, 1990","Los Angeles, California",0.8,40.8,35.7,67.0,151,13.4,5.9,2.8,3.0,48.9,University of Texas at Austin,26th overall,1st round,Dallas Mavericks,2011,6-7,"Dominguez in Compton, California",Jordan Hamilton,Small Forward,Right,220lb
1646,hamilju01,"April 1, 1990","Newport Beach, California",0.8,46.4,30.9,79.8,113,13.9,6.1,3.6,3.7,52.3,"Iowa State University, Louisiana State University",45th overall,2nd round,Philadelphia 76ers,2012,7-0,"Lone Peak in Highland, Utah",Justin Hamilton,Center,Right,260lb
1648,hamilri01,"February 14, 1978","Coatesville, Pennsylvania",3.4,44.9,34.6,85.2,921,16.5,17.1,3.1,62.8,46.9,University of Connecticut,7th overall,1st round,Washington Wizards,1999,6-6,"Coatesville Area in Coatesville, Pennsylvania",Richard Hamilton,Small Forward and Shooting Guard,Right,185lb
1649,hamilro01,"July 20, 1957","Los Angeles, California",2.6,40.0,0.0,68.4,73,9.1,4.6,1.5,-0.4,40.0,"University of California, Los Angeles",10th overall,1st round,Detroit Pistons,1979,6-2,"Verbum Dei in Los Angeles, California",Roy Hamilton,Point Guard,Right,180lb
1655,hammoju01,"May 27, 1943","Chicago, Illinois",1.3,51.4,0.0,69.1,329,16.3,10.8,6.2,24.8,51.4,University of Tulsa,82nd overall,9th round,Los Angeles Lakers,1966,6-5,"DuSable in Chicago, Illinois",Julian Hammond,Small Forward,Left,205lb
1656,hammoto01,"March 27, 1967","Fort Walton, Florida",0.6,48.0,0.0,69.1,687,11.0,5.3,3.3,14.7,48.0,Georgia Institute of Technology,9th overall,1st round,Washington Bullets,1989,6-9,"Crestview in Crestview, Florida",Tom Hammonds,Power Forward,Right,215lb
1657,hammoaj01,"August 27, 1992","Gary, Indiana",0.2,40.5,50.0,45.0,22,8.4,2.2,1.6,0.0,46.4,Purdue University,46th overall,2nd round,Dallas Mavericks,2016,7-0,"Oak Hill Academy in Mouth of Wilson, Virginia",A.J. Hammons,Center,Right,260lb
1659,hancoda01,"November 3, 1971","Birmingham, Alabama",0.7,53.0,33.3,57.9,133,10.5,3.5,1.3,1.1,53.2,University of Kansas,38th overall,2nd round,Charlotte Hornets,1994,6-7,"Griffin in Griffin, Georgia",Darrin Hancock,Small Forward,Right,205lb
1668,hansbty01,"November 3, 1985","Poplar Bluff, Missouri",0.4,43.9,13.6,73.8,428,14.8,6.7,4.2,20.2,44.0,University of North Carolina,13th overall,1st round,Indiana Pacers,2009,6-9,"Poplar Bluff in Poplar Bluff, Missouri",Tyler Hansbrough,Power Forward,Right,250lb
1669,hansebo01,"January 18, 1961","Des Moines, Iowa",1.6,46.8,32.3,66.2,575,10.0,6.9,2.2,15.4,49.1,University of Iowa,54th overall,3rd round,Utah Jazz,1983,6-6,"Dowling in West Des Moines, Iowa",Bob Hansen,Shooting Guard,Right,190lb
1672,hansetr01,"April 15, 1978","Provo, Utah",0.5,35.4,30.0,81.5,41,7.2,3.0,1.7,0.2,38.8,"Utah Valley State College, Brigham Young University",37th overall,2nd round,Atlanta Hawks,2003,6-6,"Mountain View in Orem, Utah",Travis Hansen,Small Forward,Right,205lb
1674,hanzlbi01,"December 6, 1957","Middletown, Ohio",2.8,43.4,21.3,78.1,748,11.2,7.2,2.8,24.7,43.9,University of Notre Dame,20th overall,1st round,Seattle SuperSonics,1980,6-7,"Beloit Memorial in Beloit, Wisconsin",Bill Hanzlik,Small Forward and Power Forward,Right,185lb
1675,haranlu01,"January 2, 1988","Decatur, Illinois",0.5,37.6,24.1,73.7,70,10.2,3.6,2.8,0.9,41.5,University of Notre Dame,52nd overall,2nd round,Boston Celtics,2010,6-8,"Andrean in Merrillville, Indiana",Luke Harangody,Power Forward,Right,246lb
1676,hardaan01,"July 18, 1971","Memphis, Tennessee",5.0,45.8,31.6,77.4,704,17.4,15.2,4.5,61.9,48.6,University of Memphis,3rd overall,1st round,Golden State Warriors,1993,6-7,"Treadwell in Memphis, Tennessee",Anfernee Hardaway,Small Forward and Point Guard and Shooting Guard,Right,195lb
1677,hardati01,"September 1, 1966","Chicago, Illinois",8.2,43.1,35.5,78.2,867,18.6,17.7,3.3,85.0,49.0,University of Texas at El Paso,14th overall,1st round,Golden State Warriors,1989,6-0,"Carver in Chicago, Illinois",Tim Hardaway,Point Guard,Right,175lb
1678,hardati02,"March 16, 1992","Orinda, California",1.8,41.8,34.3,81.6,403,13.5,13.1,2.6,15.1,50.2,University of Michigan,24th overall,1st round,New York Knicks,2013,6-6,"Palmetto Senior in Pinecrest, Florida",Tim Hardaway Jr.,Shooting Guard,Right,205lb
1679,hardeja01,"August 26, 1989","Los Angeles, California",6.2,44.3,36.5,85.7,765,24.4,24.3,5.2,121.9,52.5,Arizona State University,3rd overall,1st round,Oklahoma City Thunder,2009,6-5,"Artesia in Lakewood, California",James Harden,Shooting Guard and Point Guard,Left,220lb
1684,hardyja01,"December 1, 1956","Knoxville, Alabama",1.3,48.1,33.3,70.0,249,11.4,5.7,5.3,6.3,48.2,University of San Francisco,11th overall,1st round,New Orleans Jazz,1978,6-8,"Jordan in Long Beach, California",James Hardy,Small Forward and Power Forward,Right,220lb
1687,harklma01,"May 11, 1993","Queens, New York",0.9,47.6,32.3,61.4,475,12.5,7.3,3.7,19.2,52.5,St. John's University,15th overall,1st round,Philadelphia 76ers,2012,6-9,"South Kent School in South Kent, Connecticut",Maurice Harkless,Small Forward,Right,220lb
1688,harknje01,"May 7, 1940","New York, New York",1.8,44.0,20.0,66.5,86,13.8,7.2,2.7,3.4,44.1,Loyola University of Chicago,65th overall,8th round,Syracuse Nationals,1962,6-2,"DeWitt Clinton in Bronx, New York",Jerry Harkness,Point Guard,Left,175lb
1691,harpede01,"October 13, 1961","Elberton, Georgia",5.5,46.3,35.4,74.5,1199,16.0,13.3,2.4,86.8,50.3,University of Illinois at Urbana-Champaign,11th overall,1st round,Dallas Mavericks,1983,6-4,"North Shore in West Palm Beach, Florida",Derek Harper,Shooting Guard and Point Guard,Right,185lb
1692,harpeju01,"August 30, 1989","Richmond, Virginia",0.2,34.0,27.6,33.3,22,3.6,2.0,0.8,-0.3,41.5,University of Richmond,32nd overall,2nd round,Cleveland Cavaliers,2011,6-10,"Meadowbrook in Richmond, Virginia",Justin Harper,Power Forward,Right,225lb
1693,harpemi01,"December 9, 1957","Chicago, Illinois",0.6,47.4,0.0,55.9,123,11.3,5.0,3.5,2.4,47.4,North Park University,56th overall,3rd round,Portland Trail Blazers,1980,6-10,"Quigley South in Chicago, Illinois",Mike Harper,Power Forward,Right,195lb
1694,harpero01,"January 20, 1964","Dayton, Ohio",3.9,44.6,28.9,72.0,1009,15.6,13.8,4.3,65.8,46.8,Miami University,8th overall,1st round,Cleveland Cavaliers,1986,6-6,"Kiser in Dayton, Ohio",Ron Harper,Shooting Guard and Point Guard,Right,185lb
1695,harprma01,"May 31, 1976","Cincinnati, Ohio",1.4,48.1,33.3,75.3,665,15.3,11.5,5.1,41.9,49.4,Georgia Institute of Technology,15th overall,1st round,Orlando Magic,1998,6-7,"Marist School in Atlanta, Georgia",Matt Harpring,Shooting Guard and Small Forward,Right,231lb
1696,harremo01,"January 26, 1994","Tarboro, North Carolina",1.2,62.9,15.6,62.9,255,22.1,11.2,4.4,19.2,63.0,University of Louisville,32nd overall,2nd round,Houston Rockets,2015,6-8,"Hargrave Military Academy in Chatham, Virginia",Montrezl Harrell,Power Forward and Center,Right,240lb
1697,harrejo01,"February 12, 1989","St. Charles, Missouri",0.3,43.8,34.7,62.9,75,13.4,3.5,3.0,2.1,50.6,University of Kentucky,45th overall,2nd round,New Orleans Hornets,2011,6-10,"St. Charles in St. Charles, Missouri",Josh Harrellson,Power Forward and Center,Right,275lb
1701,harriot01,"January 31, 1974","Jackson, Mississippi",0.6,50.5,0.0,73.8,709,12.5,7.4,4.4,23.1,50.5,Georgetown University,30th overall,2nd round,Houston Rockets,1996,6-9,"Murrah in Jackson, Mississippi",Othella Harrington,Center and Power Forward,Left,235lb
1707,harride01,"February 27, 1983","Milwaukee, Wisconsin",3.9,43.2,32.5,79.6,985,16.0,10.8,2.2,54.9,48.3,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,6-3,"East in Wauwatosa, Wisconsin",Devin Harris,Point Guard and Shooting Guard,Right,185lb
1709,harriga01,"September 14, 1994","Fishers, Indiana",2.1,46.0,36.5,80.2,312,13.7,12.4,2.6,16.0,53.4,Michigan State University,19th overall,1st round,Chicago Bulls,2014,6-4,"Hamilton Southeastern in Fishers, Indiana",Gary Harris,Shooting Guard,Right,210lb
1710,harrijo01,"September 6, 1991","Chelan, Washington",1.5,47.5,42.7,79.7,262,11.9,9.4,2.8,10.4,59.7,University of Virginia,33rd overall,2nd round,Cleveland Cavaliers,2014,6-6,"Chelan in Chelan, Washington",Joe Harris,Shooting Guard,Right,218lb
1711,harrilu01,"December 18, 1970","Los Angeles, California",1.4,42.6,34.8,79.0,800,12.8,7.2,2.3,28.7,46.5,"California State University, Long Beach",28th overall,2nd round,Dallas Mavericks,1993,6-5,"Cleveland in Los Angeles, California",Lucious Harris,Point Guard and Shooting Guard,Right,190lb
1714,harrist01,"October 15, 1963","Kansas City, Missouri",1.1,43.4,5.0,84.2,207,13.3,7.0,1.8,3.1,43.5,University of Tulsa,19th overall,1st round,Houston Rockets,1985,6-5,"Blue Springs in Blue Springs, Missouri",Steve Harris,Shooting Guard,Right,195lb
1716,harrito02,"July 15, 1992","Islip, New York",1.9,47.1,36.4,82.2,546,16.7,15.4,6.0,39.4,52.1,University of Tennessee,19th overall,1st round,Charlotte Bobcats,2011,6-9,"Half Hollow Hills West in Dix Hills, New York",Tobias Harris,Power Forward and Small Forward,Right,235lb
1719,harrian01,"October 28, 1994","San Antonio, Texas",2.8,37.3,29.4,77.9,145,10.3,7.0,2.0,3.2,42.9,University of Kentucky,44th overall,2nd round,Phoenix Suns,2015,6-6,"Travis in Pecan Grove, Texas",Andrew Harrison,Point Guard,Right,213lb
1723,hartja01,"April 29, 1978","Los Angeles, California",2.3,41.7,31.5,78.8,341,12.2,4.8,1.7,8.6,43.9,Syracuse University,49th overall,2nd round,Milwaukee Bucks,2000,6-3,"Inglewood in Inglewood, California",Jason Hart,Point Guard,Right,185lb
1724,hartjo01,"March 6, 1995","Silver Spring, Maryland",1.3,43.5,36.1,69.5,130,10.6,7.9,3.9,5.5,53.6,Villanova University,30th overall,1st round,Utah Jazz,2017,6-5,"Sidwell Friends in Washington, District of Columbia",Josh Hart,Shooting Guard,Right,215lb
1727,harvedo01,"August 26, 1980","Shellman, Georgia",0.8,46.0,10.0,65.9,205,12.5,5.6,4.0,4.7,46.0,University of Florida,22nd overall,1st round,New York Knicks,2000,6-8,"Randolph-Clay in Cuthbert, Georgia",Donnell Harvey,Power Forward and Small Forward,Left,220lb
1731,hassetr01,"March 4, 1979","Clarksville, Tennessee",1.8,44.5,31.8,76.5,644,8.4,5.8,2.8,13.8,45.9,Austin Peay State University,30th overall,2nd round,Chicago Bulls,2001,6-5,"Clarksville in Clarksville, Tennessee",Trenton Hassell,Shooting Guard and Small Forward,Right,200lb
1733,hassejo01,"September 11, 1955","Providence, Rhode Island",1.3,42.1,33.6,86.1,292,12.9,5.9,1.1,6.4,47.8,Providence College,52nd overall,3rd round,Seattle SuperSonics,1977,6-5,"La Salle Academy in Providence, Rhode Island",Joe Hassett,Shooting Guard,Right,180lb
1734,hastisc01,"June 3, 1960","Independence, Kansas",0.5,44.1,29.2,81.1,578,9.2,2.8,2.2,9.8,45.2,University of Arkansas,29th overall,2nd round,New York Knicks,1982,6-10,"Independence in Independence, Kansas",Scott Hastings,Power Forward and Center,Right,235lb
1735,hastoki01,"March 10, 1979","Lobelville, Tennessee",0.3,23.2,0.0,50.0,27,-1.5,1.2,1.0,-0.5,23.2,Indiana University,16th overall,1st round,Charlotte Hornets,2001,6-9,"Perry County in Loblesville, Tennessee",Kirk Haston,Power Forward and Small Forward,Right,242lb
1738,hawessp01,"April 28, 1988","Seattle, Washington",1.9,45.7,35.0,71.6,684,14.0,8.7,5.7,22.6,49.0,University of Washington,10th overall,1st round,Sacramento Kings,2007,7-1,"Seattle Preparatory School in Seattle, Washington",Spencer Hawes,Power Forward and Center,Right,245lb
1739,hawesst01,"May 26, 1950","Seattle, Washington",1.9,48.3,29.8,79.0,688,14.3,8.4,6.2,37.1,48.5,University of Washington,24th overall,2nd round,Cleveland Cavaliers,1972,6-9,"Mercer Island in Mercer Island, Washington",Steve Hawes,Center and Power Forward,Right,220lb
1742,hawkihe01,"September 29, 1966","Chicago, Illinois",2.9,46.1,39.4,87.0,983,16.3,14.7,3.6,90.6,51.8,Bradley University,6th overall,1st round,Los Angeles Clippers,1988,6-3,"Westinghouse in Chicago, Illinois",Hersey Hawkins,Shooting Guard,Right,190lb
1749,hayesel01,"November 17, 1945","Rayville, Louisiana",1.8,45.2,14.7,67.0,1303,17.7,21.0,12.5,120.8,45.2,University of Houston,1st overall,1st round,San Diego Rockets,1968,6-9,"Eula D. Britton in Rayville, Louisiana",Elvin Hayes,Center and Power Forward,Right,235lb
1750,hayesja01,"August 9, 1981","Atlanta, Georgia",1.1,41.5,35.6,79.8,427,10.8,8.3,3.1,10.2,47.4,"Western Carolina University, University of Georgia",10th overall,1st round,Washington Wizards,2003,6-7,"Frederick Douglass in Atlanta, Georgia",Jarvis Hayes,Shooting Guard and Small Forward,Right,220lb
1753,hayesst01,"August 2, 1955","American Falls, Idaho",0.4,48.2,0.0,50.0,212,8.4,2.6,2.5,2.9,48.2,Idaho State University,76th overall,4th round,New York Knicks,1977,7-0,"Aberdeen in Aberdeen, Idaho",Steve Hayes,Center,Right,205lb
1754,haywago01,"March 23, 1990","Indianapolis, Indiana",3.4,44.6,36.4,82.1,589,17.5,15.1,4.2,47.9,50.3,Butler University,9th overall,1st round,Utah Jazz,2010,6-8,"Brownsburg in Brownsburg, Indiana",Gordon Hayward,Power Forward and Small Forward,Right,225lb
1755,haywala01,"November 26, 1986","Buffalo, New York",0.5,34.7,26.9,76.7,72,9.0,2.9,1.3,0.2,39.9,Marquette University,30th overall,1st round,Washington Wizards,2010,6-6,"Notre Dame Preparatory School in Fitchburg, Massachusetts",Lazar Hayward,Small Forward,Right,225lb
1756,haywobr01,"November 27, 1979","New York, New York",0.5,52.8,0.0,58.7,816,14.6,6.8,6.0,43.8,52.8,University of North Carolina,20th overall,1st round,Cleveland Cavaliers,2001,7-0,"Dudley in Greensboro, North Carolina",Brendan Haywood,Center,Right,268lb
1757,haywosp01,"April 22, 1949","Silver City, Mississippi",1.8,46.9,5.3,79.6,844,19.1,20.3,10.3,78.5,46.9,University of Detroit Mercy,30th overall,2nd round,Buffalo Braves,1971,6-8,"Pershing in Detroit, Michigan",Spencer Haywood,Power Forward,Right,225lb
1760,headlu01,"November 26, 1982","Chicago, Illinois",2.1,42.3,38.8,77.3,348,12.3,8.2,2.4,14.7,51.5,University of Illinois at Urbana-Champaign,24th overall,1st round,Houston Rockets,2005,6-3,"Manley Career Academy in Chicago, Illinois",Luther Head,Point Guard and Shooting Guard,Right,185lb
1763,heardga01,"May 3, 1948","Hogansville, Georgia",1.6,41.4,0.0,65.4,787,13.1,8.7,7.5,27.0,41.4,University of Oklahoma,40th overall,3rd round,Seattle SuperSonics,1970,6-6,"Ethel Knight in LaGrange, Georgia",Gar Heard,Power Forward,Right,219lb
